Tiempo ,ANGULO,ESTIMULO,PERTURBACION
-0.4,0.0,0.0,0.0
-0.38,0.0,0.0,0.0
-0.36,0.0,0.0,0.0
-0.34,0.0,0.0,0.0
-0.32,0.0,0.0,0.0
-0.3,0.0,0.0,0.0
-0.28,0.0,0.0,0.0
-0.26,0.0,0.0,0.0
-0.24,0.0,0.0,0.0
-0.22,0.0,0.0,0.0
-0.2,0.0,0.0,0.0
-0.18,0.0,0.0,0.0
-0.16,0.0,0.0,0.0
-0.14,0.0,0.0,0.0
-0.12,0.0,0.0,0.0
-0.1,0.0,0.0,0.0
-0.08,0.0,0.0,0.0
-0.06,0.0,0.0,0.0
-0.04,0.0,0.0,0.0
-0.02,0.0,0.0,0.0
0.0,-0.0,0.0,0.0
0.02,-0.0,0.0,0.0
0.04,-0.0,0.0,0.0
0.06,-0.0,0.0,0.0
0.08,-0.0,0.0,0.0
0.1,-0.0,0.0,0.0
0.12,-0.0,0.0,0.0
0.14,-0.0,0.0,0.0
0.16,-0.0,0.0,0.0
0.18,-0.0,0.0,0.0
0.2,-0.0,0.0,0.0
0.22,-0.0,0.0,0.0
0.24,-0.0,0.0,0.0
0.26,-0.0,0.0,0.0
0.28,-0.0,0.0,0.0
0.3,-0.0,0.0,0.0
0.32,-0.0,0.0,0.0
0.34,-0.0,0.0,0.0
0.36,-0.0,0.0,0.0
0.38,-0.0,0.0,0.0
0.4,-0.0,0.0,0.0
0.42,-0.0,0.0,0.0
0.44,-0.0,0.0,0.0
0.46,-0.0,0.0,0.0
0.48,-0.0,0.0,0.0
0.5,-0.0,0.0,0.0
0.52,-0.0,0.0,0.0
0.54,-0.0,0.0,0.0
0.56,-0.0,0.0,0.0
0.58,-0.0,0.0,0.0
0.6,-0.0,0.0,0.0
0.62,-0.0,0.0,0.0
0.64,-0.0,0.0,0.0
0.66,-0.0,0.0,0.0
0.68,-0.0,0.0,0.0
0.7,-0.0,0.0,0.0
0.72,-0.0,0.0,0.0
0.74,-0.0,0.0,0.0
0.76,-0.0,0.0,0.0
0.78,-0.0,0.0,0.0
0.8,-0.0,0.0,0.0
0.82,-0.0,0.0,0.0
0.84,-0.0,0.0,0.0
0.86,-0.0,0.0,0.0
0.88,-0.0,0.0,0.0
0.9,-0.0,0.0,0.0
0.92,-0.0,0.0,0.0
0.94,-0.0,0.0,0.0
0.96,-0.0,0.0,0.0
0.98,-0.0,0.0,0.0
1.0,-0.0,0.0,0.0
1.02,-0.0,0.0,0.0
1.04,-0.0,1.7,0.0
1.06,-0.0,1.7,0.0
1.08,-0.0,1.7,0.0
1.1,-0.0,1.7,0.0
1.12,-0.0,1.7,0.0
1.14,0.002,1.7,0.0
1.16,0.002,1.7,0.0
1.18,0.003,1.7,0.0
1.2,0.007,1.7,0.0
1.22,0.012,1.7,0.0
1.24,0.017,1.7,0.0
1.26,0.028,1.7,0.0
1.28,0.04,1.7,0.0
1.3,0.056,1.7,0.0
1.32,0.073,1.7,0.0
1.34,0.094,1.7,0.0
1.36,0.119,1.7,0.0
1.38,0.147,1.7,0.0
1.4,0.176,1.7,0.0
1.42,0.208,1.7,0.0
1.44,0.243,1.7,0.0
1.46,0.279,1.7,0.0
1.48,0.318,1.7,0.0
1.5,0.358,1.7,0.0
1.52,0.4,1.7,0.0
1.54,0.442,1.7,0.0
1.56,0.485,1.7,0.0
1.58,0.529,1.7,0.0
1.6,0.574,1.7,0.0
1.62,0.618,1.7,0.0
1.64,0.661,1.7,0.0
1.66,0.703,1.7,0.0
1.68,0.745,1.7,0.0
1.7,0.785,1.7,0.0
1.72,0.826,1.7,0.0
1.74,0.862,1.7,0.0
1.76,0.899,1.7,0.0
1.78,0.932,1.7,0.0
1.8,0.965,1.7,0.0
1.82,0.995,1.7,0.0
1.84,1.023,1.7,0.0
1.86,1.047,1.7,0.0
1.88,1.072,1.7,0.0
1.9,1.091,1.7,0.0
1.92,1.108,1.7,0.0
1.94,1.124,1.7,0.0
1.96,1.136,1.7,0.0
1.98,1.147,1.7,0.0
2.0,1.154,1.7,0.0
2.02,1.159,1.7,0.0
2.04,1.161,1.7,0.0
2.06,1.161,1.7,0.0
2.08,1.157,1.7,0.0
2.1,1.15,1.7,0.0
2.12,1.143,1.7,0.0
2.14,1.131,1.7,0.0
2.16,1.119,1.7,0.0
2.18,1.101,1.7,0.0
2.2,1.084,1.7,0.0
2.22,1.063,1.7,0.0
2.24,1.04,1.7,0.0
2.26,1.016,1.7,0.0
2.28,0.988,1.7,0.0
2.3,0.96,1.7,0.0
2.32,0.929,1.7,0.0
2.34,0.897,1.7,0.0
2.36,0.862,1.7,0.0
2.38,0.827,1.7,0.0
2.4,0.792,1.7,0.0
2.42,0.754,1.7,0.0
2.44,0.716,1.7,0.0
2.46,0.677,1.7,0.0
2.48,0.639,1.7,0.0
2.5,0.6,1.7,0.0
2.52,0.562,1.7,0.0
2.54,0.524,1.7,0.0
2.56,0.485,1.7,0.0
2.58,0.449,1.7,0.0
2.6,0.414,1.7,0.0
2.62,0.379,1.7,0.0
2.64,0.346,1.7,0.0
2.66,0.316,1.7,0.0
2.68,0.288,1.7,0.0
2.7,0.26,1.7,0.0
2.72,0.237,1.7,0.0
2.74,0.215,1.7,0.0
2.76,0.197,1.7,0.0
2.78,0.182,1.7,0.0
2.8,0.169,1.7,0.0
2.82,0.159,1.7,0.0
2.84,0.152,1.7,0.0
2.86,0.148,1.7,0.0
2.88,0.148,1.7,0.0
2.9,0.152,1.7,0.0
2.92,0.159,1.7,0.0
2.94,0.168,1.7,0.0
2.96,0.18,1.7,0.0
2.98,0.195,1.7,0.0
3.0,0.213,1.7,0.0
3.02,0.234,1.7,0.0
3.04,0.257,1.7,0.0
3.06,0.281,1.7,0.0
3.08,0.309,1.7,0.0
3.1,0.337,1.7,0.0
3.12,0.368,1.7,0.0
3.14,0.4,1.7,0.0
3.16,0.433,1.7,0.0
3.18,0.468,1.7,0.0
3.2,0.501,1.7,0.0
3.22,0.538,1.7,0.0
3.24,0.572,1.7,0.0
3.26,0.607,1.7,0.0
3.28,0.642,1.7,0.0
3.3,0.677,1.7,0.0
3.32,0.712,1.7,0.0
3.34,0.745,1.7,0.0
3.36,0.777,1.7,0.0
3.38,0.808,1.7,0.0
3.4,0.838,1.7,0.0
3.42,0.866,1.7,0.0
3.44,0.892,1.7,0.0
3.46,0.916,1.7,0.0
3.48,0.939,1.7,0.0
3.5,0.96,1.7,0.0
3.52,0.979,1.7,0.0
3.54,0.997,1.7,0.0
3.56,1.011,1.7,0.0
3.58,1.023,1.7,0.0
3.6,1.033,1.7,0.0
3.62,1.04,1.7,0.0
3.64,1.045,1.7,0.0
3.66,1.049,1.7,0.0
3.68,1.051,1.7,0.0
3.7,1.049,1.7,0.0
3.72,1.045,1.7,0.0
3.74,1.04,1.7,0.0
3.76,1.031,1.7,0.0
3.78,1.021,1.7,0.0
3.8,1.009,1.7,0.0
3.82,0.995,1.7,0.0
3.84,0.977,1.7,0.0
3.86,0.96,1.7,0.0
3.88,0.939,1.7,0.0
3.9,0.918,1.7,0.0
3.92,0.894,1.7,0.0
3.94,0.869,1.7,0.0
3.96,0.843,1.7,0.0
3.98,0.815,1.7,0.0
4.0,0.785,1.7,0.0
4.02,0.756,1.7,0.0
4.04,0.726,1.7,0.0
4.06,0.695,1.7,0.0
4.08,0.663,1.7,0.0
4.1,0.63,1.7,0.0
4.12,0.599,1.7,0.0
4.14,0.567,1.7,0.0
4.16,0.536,1.7,0.0
4.18,0.504,1.7,0.0
4.2,0.475,1.7,0.0
4.22,0.445,1.7,0.0
4.24,0.417,1.7,0.0
4.26,0.391,1.7,0.0
4.28,0.365,1.7,0.0
4.3,0.342,1.7,0.0
4.32,0.319,1.7,0.0
4.34,0.3,1.7,0.0
4.36,0.283,1.7,0.0
4.38,0.267,1.7,0.0
4.4,0.255,1.7,0.0
4.42,0.244,1.7,0.0
4.44,0.236,1.7,0.0
4.46,0.23,1.7,0.0
4.48,0.227,1.7,0.0
4.5,0.227,1.7,0.0
4.52,0.23,1.7,0.0
4.54,0.234,1.7,0.0
4.56,0.241,1.7,0.0
4.58,0.251,1.7,0.0
4.6,0.264,1.7,0.0
4.62,0.278,1.7,0.0
4.64,0.293,1.7,0.0
4.66,0.311,1.7,0.0
4.68,0.332,1.7,0.0
4.7,0.353,1.7,0.0
4.72,0.377,1.7,0.0
4.74,0.401,1.7,0.0
4.76,0.428,1.7,0.0
4.78,0.454,1.7,0.0
4.8,0.482,1.7,0.0
4.82,0.51,1.7,0.0
4.84,0.539,1.7,0.0
4.86,0.567,1.7,0.0
4.88,0.597,1.7,0.0
4.9,0.625,1.7,0.0
4.92,0.653,1.7,0.0
4.94,0.681,1.7,0.0
4.96,0.707,1.7,0.0
4.98,0.733,1.7,0.0
5.0,0.759,1.7,0.0
5.02,0.784,1.7,0.0
5.04,0.806,1.7,0.0
5.06,0.827,1.7,0.0
5.08,0.848,1.7,0.0
5.1,0.867,1.7,0.0
5.12,0.883,1.7,0.0
5.14,0.899,1.7,0.0
5.16,0.913,1.7,0.0
5.18,0.925,1.7,0.0
5.2,0.934,1.7,0.0
5.22,0.942,1.7,0.0
5.24,0.949,1.7,0.0
5.26,0.953,1.7,0.0
5.28,0.955,1.7,0.0
5.3,0.956,1.7,0.0
5.32,0.955,1.7,0.0
5.34,0.951,1.7,0.0
5.36,0.946,1.7,0.0
5.38,0.937,1.7,0.0
5.4,0.929,1.7,0.0
5.42,0.918,1.7,0.0
5.44,0.906,1.7,0.0
5.46,0.892,1.7,0.0
5.48,0.876,1.7,0.0
5.5,0.859,1.7,0.0
5.52,0.84,1.7,0.0
5.54,0.82,1.7,0.0
5.56,0.799,1.7,0.0
5.58,0.777,1.7,0.0
5.6,0.754,1.7,0.0
5.62,0.73,1.7,0.0
5.64,0.705,1.7,0.0
5.66,0.681,1.7,0.0
5.68,0.654,1.7,0.0
5.7,0.628,1.7,0.0
5.72,0.602,1.7,0.0
5.74,0.576,1.7,0.0
5.76,0.552,1.7,0.0
5.78,0.525,1.7,0.0
5.8,0.501,1.7,0.0
5.82,0.476,1.7,0.0
5.84,0.454,1.7,0.0
5.86,0.431,1.7,0.0
5.88,0.41,1.7,0.0
5.9,0.391,1.7,0.0
5.92,0.372,1.7,0.0
5.94,0.354,1.7,0.0
5.96,0.34,1.7,0.0
5.98,0.326,1.7,0.0
6.0,0.314,1.7,0.0
6.02,0.304,1.7,0.0
6.04,0.297,1.7,0.0
6.06,0.291,1.7,0.0
6.08,0.288,1.7,0.0
6.1,0.286,1.7,0.0
6.12,0.286,1.7,0.0
